0.20.6	id=prc_hicp_midx
0.20.6	id=NASA_10_NF_TR	filters=c("AT", "EU27_2020", "EA", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1", "B1GQ", "P51G", "P51C")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1", "B1GQ", "P51G", "P51C")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1", "B1GQ", "P51G", "P51C")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1", "B1GQ", "P51G", "P51C")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1", "B1GQ", "P51G", "P51C")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1", "B1GQ", "P51G", "P51C")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1", "B1GQ", "P51G", "P51C")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1", "B1GQ", "P51G", "P51C")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1", "B1GQ", "P51G", "P51C")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1", "B1GQ", "P51G", "P51C")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1", "B1GQ", "P51G", "P51C")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1", "B1GQ", "P51G", "P51C")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1", "B1GQ", "P51G", "P51C")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1", "P51G", "P51C", "B1GQ")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1", "P51G", "P51C")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1", "P51G", "P51C")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1", "P51G", "P51C", "B1GQ")
0.20.6	id=NASA_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1", "P51G", "P51C", "B1GQ")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1", "P51G", "P51C", "B1GQ")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1", "P51G", "P51C", "B1GQ")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "SCA", "S1")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "NSA", "S1", "P51G", "P51C", "B1GQ")
0.20.6	id=paste0(cToken[1], freq)	filters=list(currency = curr, statinfo = stat)
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "NSA", "S1", "P51G", "P51C", "B1GQ")
0.20.6	id=NASQ_10_NF_TR	filters=c("AT", "EU27_2020", "EA20", "DE", "CH", "PAID", "CP_MEUR", "NSA", "S1", "P51G", "P51C", "B1GQ")
0.20.6	id=prc_hicp_manr	filters=c("AT", "FOOD", "IGD_NNRG", "SERV", "CP045", "CP0722")	date_filter=>2019-01-01
0.20.6	id=PRC_HICP_INW	filters=c("DE", "FOOD", "IGD_NNRG", "SERV", "CP045", "CP0722")
0.20.6	id=prc_hicp_midx	filters=c("AT", "FOOD", "IGD_NNRG", "NRG", "SERV", "I15", "CP045", "CP0722")	date_filter=>2020-01-01
0.20.6	id=PRC_HICP_INW	filters=c("AT", "FOOD", "IGD_NNRG", "NRG", "SERV", "CP045", "CP0722")
0.20.6	id=PRC_HICP_INW	filters=c("AT", "FOOD", "IGD_NNRG", "NRG", "SERV", "CP045", "CP0722")
